relName,bug,index
src/main/java/org/apache/commons/math/analysis/differentiation/DSCompiler.java,1,17
src/main/java/org/apache/commons/math/analysis/polynomials/PolynomialsUtils.java,0,109
src/main/java/org/apache/commons/math/dfp/Dfp.java,0,144
src/main/java/org/apache/commons/math/distribution/HypergeometricDistribution.java,0,159
src/main/java/org/apache/commons/math/distribution/LogNormalDistribution.java,0,162
src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,0,166
src/main/java/org/apache/commons/math/distribution/PoissonDistribution.java,0,168
src/main/java/org/apache/commons/math/distribution/UniformRealDistribution.java,1,174
src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,0,175
src/main/java/org/apache/commons/math/filter/KalmanFilter.java,0,211
src/main/java/org/apache/commons/math/fraction/BigFraction.java,0,219
src/main/java/org/apache/commons/math/fraction/Fraction.java,0,222
src/main/java/org/apache/commons/math/geometry/euclidean/threed/Line.java,1,266
src/main/java/org/apache/commons/math/geometry/euclidean/threed/PolyhedronsSet.java,0,270
src/main/java/org/apache/commons/math/geometry/euclidean/threed/SubLine.java,1,274
src/main/java/org/apache/commons/math/geometry/euclidean/twod/SubLine.java,1,283
src/main/java/org/apache/commons/math/geometry/partitioning/BSPTree.java,0,288
src/main/java/org/apache/commons/math/linear/EigenDecomposition.java,0,319
src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0,341
src/main/java/org/apache/commons/math/linear/RealVector.java,0,349
src/main/java/org/apache/commons/math/linear/SchurTransformer.java,0,354
src/main/java/org/apache/commons/math/linear/SingularValueDecomposition.java,1,357
src/main/java/org/apache/commons/math/ode/ContinuousOutputModel.java,1,366
src/main/java/org/apache/commons/math/ode/MultistepIntegrator.java,1,374
src/main/java/org/apache/commons/math/ode/events/EventState.java,1,387
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsBashforthIntegrator.java,1,388
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsMoultonIntegrator.java,1,390
src/main/java/org/apache/commons/math/optim/linear/SimplexSolver.java,0,445
src/main/java/org/apache/commons/math/optim/linear/SimplexTableau.java,0,446
src/main/java/org/apache/commons/math/optim/nonlinear/vector/MultivariateVectorOptimizer.java,0,469
src/main/java/org/apache/commons/math/special/Beta.java,0,582
src/main/java/org/apache/commons/math/stat/correlation/SpearmansCorrelation.java,0,595
src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,0,629
src/main/java/org/apache/commons/math/stat/inference/MannWhitneyUTest.java,0,636
src/main/java/org/apache/commons/math/stat/regression/OLSMultipleLinearRegression.java,0,650
src/main/java/org/apache/commons/math/util/FastMath.java,0,673
src/main/java/org/apache/commons/math/util/MathArrays.java,0,680
src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java,0,682
src/main/java/org/apache/commons/math/util/Precision.java,0,687
