relName,bug,index
src/main/java/org/apache/commons/math/analysis/interpolation/BicubicSplineInterpolatingFunction.java,0,35
src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java,1,57
src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java,1,58
src/main/java/org/apache/commons/math/analysis/solvers/LaguerreSolver.java,1,59
src/main/java/org/apache/commons/math/analysis/solvers/MullerSolver.java,1,60
src/main/java/org/apache/commons/math/analysis/solvers/NewtonSolver.java,1,61
src/main/java/org/apache/commons/math/analysis/solvers/RiddersSolver.java,1,62
src/main/java/org/apache/commons/math/analysis/solvers/SecantSolver.java,1,63
src/main/java/org/apache/commons/math/complex/Complex.java,1,69
src/main/java/org/apache/commons/math/dfp/Dfp.java,1,73
src/main/java/org/apache/commons/math/distribution/AbstractIntegerDistribution.java,1,79
src/main/java/org/apache/commons/math/fraction/BigFraction.java,0,146
src/main/java/org/apache/commons/math/fraction/Fraction.java,0,149
src/main/java/org/apache/commons/math/geometry/Rotation.java,1,178
src/main/java/org/apache/commons/math/linear/ArrayFieldVector.java,1,188
src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,1,221
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1,232
src/main/java/org/apache/commons/math/linear/SparseRealVector.java,0,236
src/main/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,0,237
src/main/java/org/apache/commons/math/ode/AbstractIntegrator.java,1,238
src/main/java/org/apache/commons/math/ode/ContinuousOutputModel.java,1,239
src/main/java/org/apache/commons/math/ode/MultistepIntegrator.java,1,246
src/main/java/org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,1,271
src/main/java/org/apache/commons/math/ode/nonstiff/GraggBulirschStoerIntegrator.java,1,276
src/main/java/org/apache/commons/math/ode/nonstiff/RungeKuttaIntegrator.java,1,282
src/main/java/org/apache/commons/math/ode/sampling/DummyStepHandler.java,1,287
src/main/java/org/apache/commons/math/ode/sampling/StepHandler.java,1,291
src/main/java/org/apache/commons/math/ode/sampling/StepNormalizer.java,1,293
src/main/java/org/apache/commons/math/optimization/direct/PowellOptimizer.java,1,316
src/main/java/org/apache/commons/math/optimization/general/GaussNewtonOptimizer.java,1,332
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,1,333
src/main/java/org/apache/commons/math/optimization/general/NonLinearConjugateGradientOptimizer.java,1,334
src/main/java/org/apache/commons/math/random/EmpiricalDistributionImpl.java,1,353
src/main/java/org/apache/commons/math/random/RandomDataImpl.java,0,360
src/main/java/org/apache/commons/math/random/ValueServer.java,1,366
src/main/java/org/apache/commons/math/stat/descriptive/SummaryStatistics.java,0,394
src/main/java/org/apache/commons/math/stat/descriptive/moment/Variance.java,0,410
src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,1,416
src/main/java/org/apache/commons/math/stat/inference/ChiSquareTestImpl.java,1,422
src/main/java/org/apache/commons/math/stat/inference/OneWayAnovaImpl.java,1,424
src/main/java/org/apache/commons/math/stat/regression/SimpleRegression.java,1,437
src/main/java/org/apache/commons/math/util/MathUtils.java,1,450
