relName,bug,index
src/main/java/org/apache/commons/math/ConvergingAlgorithmImpl.java,1,3
src/main/java/org/apache/commons/math/MessagesResources_fr.java,1,14
src/main/java/org/apache/commons/math/analysis/interpolation/LoessInterpolator.java,0,33
src/main/java/org/apache/commons/math/analysis/interpolation/SplineInterpolator.java,1,35
src/main/java/org/apache/commons/math/distribution/BetaDistribution.java,1,61
src/main/java/org/apache/commons/math/distribution/BinomialDistribution.java,1,63
src/main/java/org/apache/commons/math/distribution/BinomialDistributionImpl.java,1,64
src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,1,65
src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,1,67
src/main/java/org/apache/commons/math/distribution/ContinuousDistribution.java,1,69
src/main/java/org/apache/commons/math/distribution/ExponentialDistribution.java,1,72
src/main/java/org/apache/commons/math/distribution/ExponentialDistributionImpl.java,1,73
src/main/java/org/apache/commons/math/distribution/FDistribution.java,1,74
src/main/java/org/apache/commons/math/distribution/FDistributionImpl.java,1,75
src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,1,76
src/main/java/org/apache/commons/math/distribution/HasDensity.java,1,78
src/main/java/org/apache/commons/math/distribution/HypergeometricDistribution.java,1,79
src/main/java/org/apache/commons/math/distribution/HypergeometricDistributionImpl.java,1,80
src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,1,82
src/main/java/org/apache/commons/math/distribution/PascalDistribution.java,1,84
src/main/java/org/apache/commons/math/distribution/PascalDistributionImpl.java,1,85
src/main/java/org/apache/commons/math/distribution/PoissonDistribution.java,1,86
src/main/java/org/apache/commons/math/distribution/PoissonDistributionImpl.java,1,87
src/main/java/org/apache/commons/math/distribution/TDistribution.java,1,88
src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,1,90
src/main/java/org/apache/commons/math/distribution/WeibullDistributionImpl.java,1,91
src/main/java/org/apache/commons/math/distribution/ZipfDistribution.java,1,92
src/main/java/org/apache/commons/math/distribution/ZipfDistributionImpl.java,1,93
src/main/java/org/apache/commons/math/fraction/BigFraction.java,0,104
src/main/java/org/apache/commons/math/geometry/Vector3D.java,0,138
src/main/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,1,160
src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,1,178
src/main/java/org/apache/commons/math/linear/RealVector.java,1,185
src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1,189
src/main/java/org/apache/commons/math/linear/SparseRealVector.java,0,193
src/main/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,0,194
src/main/java/org/apache/commons/math/ode/MultistepIntegrator.java,1,202
src/main/java/org/apache/commons/math/ode/nonstiff/AdaptiveStepsizeIntegrator.java,1,213
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince54Integrator.java,1,216
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince853Integrator.java,1,218
src/main/java/org/apache/commons/math/ode/nonstiff/GraggBulirschStoerIntegrator.java,1,225
src/main/java/org/apache/commons/math/ode/nonstiff/GraggBulirschStoerStepInterpolator.java,1,226
src/main/java/org/apache/commons/math/ode/nonstiff/HighamHall54Integrator.java,1,227
src/main/java/org/apache/commons/math/optimization/MultiStartUnivariateRealOptimizer.java,1,250
src/main/java/org/apache/commons/math/optimization/UnivariateRealOptimizer.java,1,259
src/main/java/org/apache/commons/math/optimization/direct/DirectSearchOptimizer.java,1,262
src/main/java/org/apache/commons/math/optimization/fitting/PolynomialFitter.java,1,270
src/main/java/org/apache/commons/math/optimization/general/AbstractLeastSquaresOptimizer.java,1,272
src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,1,276
src/main/java/org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java,1,288
src/main/java/org/apache/commons/math/random/AbstractRandomGenerator.java,0,290
src/main/java/org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,0,315
src/main/java/org/apache/commons/math/stat/correlation/PearsonsCorrelation.java,1,317
src/main/java/org/apache/commons/math/stat/descriptive/SummaryStatistics.java,0,328
src/main/java/org/apache/commons/math/stat/regression/AbstractMultipleLinearRegression.java,0,365
src/main/java/org/apache/commons/math/stat/regression/OLSMultipleLinearRegression.java,0,368
