relName,bug,index
src/main/java/org/apache/commons/math/analysis/interpolation/MicrosphereInterpolatingFunction.java,1,103
src/main/java/org/apache/commons/math/analysis/interpolation/MicrosphereInterpolator.java,1,104
src/main/java/org/apache/commons/math/analysis/polynomials/PolynomialsUtils.java,0,122
src/main/java/org/apache/commons/math/exception/util/LocalizedFormats.java,1,235
src/main/java/org/apache/commons/math/fraction/Fraction.java,1,270
src/main/java/org/apache/commons/math/geometry/euclidean/oned/Interval.java,1,311
src/main/java/org/apache/commons/math/geometry/euclidean/oned/SubOrientedPoint.java,1,314
src/main/java/org/apache/commons/math/geometry/euclidean/threed/SubPlane.java,1,332
src/main/java/org/apache/commons/math/geometry/euclidean/twod/SubLine.java,1,341
src/main/java/org/apache/commons/math/geometry/partitioning/AbstractRegion.java,1,351
src/main/java/org/apache/commons/math/geometry/partitioning/AbstractSubHyperplane.java,1,352
src/main/java/org/apache/commons/math/geometry/partitioning/BSPTree.java,1,353
src/main/java/org/apache/commons/math/geometry/partitioning/Characterization.java,1,360
src/main/java/org/apache/commons/math/geometry/partitioning/InsideFinder.java,1,363
src/main/java/org/apache/commons/math/geometry/partitioning/Region.java,1,365
src/main/java/org/apache/commons/math/geometry/partitioning/RegionFactory.java,1,366
src/main/java/org/apache/commons/math/geometry/partitioning/SubHyperplane.java,1,368
src/main/java/org/apache/commons/math/geometry/spherical/oned/ArcsSet.java,1,373
src/main/java/org/apache/commons/math/geometry/spherical/oned/SubLimitAngle.java,1,377
src/main/java/org/apache/commons/math/geometry/spherical/twod/SubCircle.java,1,385
src/main/java/org/apache/commons/math/ml/distance/CanberraDistance.java,1,465
src/main/java/org/apache/commons/math/ml/distance/ChebyshevDistance.java,1,466
src/main/java/org/apache/commons/math/ml/distance/DistanceMeasure.java,1,467
src/main/java/org/apache/commons/math/ml/distance/EarthMoversDistance.java,1,468
src/main/java/org/apache/commons/math/ml/distance/EuclideanDistance.java,1,469
src/main/java/org/apache/commons/math/ml/distance/ManhattanDistance.java,1,470
src/main/java/org/apache/commons/math/ml/neuralnet/sofm/KohonenUpdateAction.java,1,480
src/main/java/org/apache/commons/math/ode/UnknownParameterException.java,1,509
src/main/java/org/apache/commons/math/ode/events/EventState.java,1,512
src/main/java/org/apache/commons/math/stat/correlation/KendallsCorrelation.java,1,737
src/main/java/org/apache/commons/math/util/Incrementor.java,1,834
