relName,bug,index
src/main/java/org/apache/commons/math/analysis/function/Logistic.java,1,56
src/main/java/org/apache/commons/math/analysis/function/Sigmoid.java,1,65
src/main/java/org/apache/commons/math/analysis/integration/IterativeLegendreGaussIntegrator.java,1,77
src/main/java/org/apache/commons/math/analysis/polynomials/PolynomialsUtils.java,0,109
src/main/java/org/apache/commons/math/complex/Complex.java,0,137
src/main/java/org/apache/commons/math/dfp/Dfp.java,0,144
src/main/java/org/apache/commons/math/distribution/LogNormalDistribution.java,0,166
src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,0,171
src/main/java/org/apache/commons/math/distribution/PoissonDistribution.java,0,173
src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,0,180
src/main/java/org/apache/commons/math/filter/KalmanFilter.java,0,217
src/main/java/org/apache/commons/math/fraction/BigFraction.java,0,225
src/main/java/org/apache/commons/math/fraction/Fraction.java,0,228
src/main/java/org/apache/commons/math/geometry/euclidean/threed/PolyhedronsSet.java,0,278
src/main/java/org/apache/commons/math/geometry/euclidean/threed/SubLine.java,1,283
src/main/java/org/apache/commons/math/geometry/euclidean/twod/SubLine.java,1,292
src/main/java/org/apache/commons/math/geometry/partitioning/BSPTree.java,0,297
src/main/java/org/apache/commons/math/linear/EigenDecomposition.java,0,329
src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0,351
src/main/java/org/apache/commons/math/linear/RealVector.java,0,360
src/main/java/org/apache/commons/math/linear/SchurTransformer.java,0,365
src/main/java/org/apache/commons/math/ode/AbstractIntegrator.java,1,388
src/main/java/org/apache/commons/math/ode/events/EventState.java,1,412
src/main/java/org/apache/commons/math/optim/nonlinear/scalar/MultivariateOptimizer.java,0,481
src/main/java/org/apache/commons/math/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,0,484
src/main/java/org/apache/commons/math/optim/nonlinear/scalar/noderiv/CMAESOptimizer.java,0,488
src/main/java/org/apache/commons/math/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,0,491
src/main/java/org/apache/commons/math/optim/nonlinear/vector/jacobian/GaussNewtonOptimizer.java,1,500
src/main/java/org/apache/commons/math/random/EmpiricalDistribution.java,0,588
src/main/java/org/apache/commons/math/special/Beta.java,0,612
src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,0,659
src/main/java/org/apache/commons/math/stat/inference/MannWhitneyUTest.java,0,666
src/main/java/org/apache/commons/math/stat/regression/OLSMultipleLinearRegression.java,0,680
src/main/java/org/apache/commons/math/util/FastMath.java,0,703
src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java,0,712
src/main/java/org/apache/commons/math/util/Precision.java,0,717
