relName,bug,index
src/main/java/org/apache/commons/math/analysis/UnivariateRealSolverUtils.java,0,35
src/main/java/org/apache/commons/math/complex/Complex.java,0,36
src/main/java/org/apache/commons/math/complex/ComplexFormat.java,0,37
src/main/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimator.java,0,77
src/main/java/org/apache/commons/math/fraction/Fraction.java,0,80
src/main/java/org/apache/commons/math/geometry/Vector3D.java,0,88
src/main/java/org/apache/commons/math/linear/BigMatrixImpl.java,1,90
src/main/java/org/apache/commons/math/linear/RealMatrixImpl.java,1,97
src/main/java/org/apache/commons/math/ode/AdaptiveStepsizeIntegrator.java,1,99
src/main/java/org/apache/commons/math/ode/FirstOrderIntegrator.java,1,115
src/main/java/org/apache/commons/math/ode/RungeKuttaIntegrator.java,1,126
src/main/java/org/apache/commons/math/ode/SwitchState.java,1,133
src/main/java/org/apache/commons/math/ode/SwitchingFunctionsHandler.java,1,135
src/main/java/org/apache/commons/math/random/CorrelatedRandomVectorGenerator.java,0,146
src/main/java/org/apache/commons/math/stat/inference/TTestImpl.java,1,206
src/main/java/org/apache/commons/math/transform/FastCosineTransformer.java,1,212
src/main/java/org/apache/commons/math/util/MathUtils.java,0,218
