relName,bug,index
core/src/main/java/org/apache/commons/vfs/FileSystemException.java,0,18
core/src/main/java/org/apache/commons/vfs/FileSystemOptions.java,0,20
core/src/main/java/org/apache/commons/vfs/provider/AbstractLayeredFileProvider.java,0,89
core/src/main/java/org/apache/commons/vfs/provider/GenericFileName.java,0,106
core/src/main/java/org/apache/commons/vfs/provider/bzip2/CBZip2InputStream.java,0,121
core/src/main/java/org/apache/commons/vfs/provider/compressed/CompressedFileFileObject.java,0,124
core/src/main/java/org/apache/commons/vfs/provider/ftp/FTPClientWrapper.java,1,127
core/src/main/java/org/apache/commons/vfs/provider/ftp/FtpClientFactory.java,0,129
core/src/main/java/org/apache/commons/vfs/provider/ftp/FtpFileObject.java,1,131
core/src/main/java/org/apache/commons/vfs/provider/http/HttpClientFactory.java,0,139
core/src/main/java/org/apache/commons/vfs/provider/http/HttpFileContentInfoFactory.java,0,140
core/src/main/java/org/apache/commons/vfs/provider/http/HttpFileObject.java,0,142
core/src/main/java/org/apache/commons/vfs/provider/jar/JarFileSystem.java,0,151
core/src/main/java/org/apache/commons/vfs/provider/local/LocalFileSystem.java,0,159
core/src/main/java/org/apache/commons/vfs/provider/local/WindowsFileNameParser.java,0,161
core/src/main/java/org/apache/commons/vfs/provider/ram/RamFileRandomAccessContent.java,0,171
core/src/main/java/org/apache/commons/vfs/provider/sftp/SftpFileSystem.java,0,180
sandbox/src/main/java/org/apache/commons/vfs/provider/webdav/WebDavFileSystem.java,0,206
core/src/main/java/org/apache/commons/vfs/util/MonitorOutputStream.java,1,229
