relName,bug,index
src/java/org/apache/ivy/ant/IvyDeliver.java,0,19
src/java/org/apache/ivy/ant/IvyFindRevision.java,0,21
src/java/org/apache/ivy/ant/IvyMakePom.java,0,25
src/java/org/apache/ivy/ant/IvyResolve.java,0,29
src/java/org/apache/ivy/ant/IvyTask.java,0,31
src/java/org/apache/ivy/core/IvyPatternHelper.java,1,36
src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,0,46
src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java,1,52
src/java/org/apache/ivy/core/deliver/DeliverEngine.java,0,57
src/java/org/apache/ivy/core/module/id/ModuleId.java,0,113
src/java/org/apache/ivy/core/resolve/IvyNodeCallers.java,0,132
src/java/org/apache/ivy/core/settings/IvySettings.java,0,152
src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java,0,220
src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorWriter.java,0,222
src/java/org/apache/ivy/plugins/parser/m2/PomReader.java,0,223
src/java/org/apache/ivy/plugins/report/XmlReportParser.java,0,230
src/java/org/apache/ivy/plugins/repository/TransferEvent.java,1,240
src/java/org/apache/ivy/plugins/repository/url/URLRepository.java,0,252
src/java/org/apache/ivy/plugins/resolver/AbstractResolver.java,0,257
src/java/org/apache/ivy/plugins/resolver/IBiblioResolver.java,1,265
src/java/org/apache/ivy/plugins/resolver/RepositoryResolver.java,0,267
src/java/org/apache/ivy/plugins/resolver/util/ResolverHelper.java,0,282
src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java,0,291
src/java/org/apache/ivy/util/Checks.java,0,303
src/java/org/apache/ivy/util/ChecksumHelper.java,1,304
src/java/org/apache/ivy/util/CredentialsUtil.java,1,311
src/java/org/apache/ivy/util/PropertiesFile.java,1,322
src/java/org/apache/ivy/util/url/CredentialsStore.java,1,344
