relName,bug,index
src/org/apache/jcp/xml/dsig/internal/dom/DOMKeyInfo.java,1,18
src/org/apache/jcp/xml/dsig/internal/dom/DOMKeyInfoFactory.java,1,19
src/org/apache/jcp/xml/dsig/internal/dom/DOMKeyValue.java,1,21
src/org/apache/jcp/xml/dsig/internal/dom/DOMManifest.java,1,22
src/org/apache/jcp/xml/dsig/internal/dom/DOMPGPData.java,1,23
src/org/apache/jcp/xml/dsig/internal/dom/DOMReference.java,1,24
src/org/apache/jcp/xml/dsig/internal/dom/DOMRetrievalMethod.java,1,25
src/org/apache/jcp/xml/dsig/internal/dom/DOMSignatureProperties.java,1,27
src/org/apache/jcp/xml/dsig/internal/dom/DOMSignedInfo.java,1,29
src/org/apache/jcp/xml/dsig/internal/dom/DOMUtils.java,1,34
src/org/apache/jcp/xml/dsig/internal/dom/DOMX509Data.java,1,35
src/org/apache/jcp/xml/dsig/internal/dom/DOMX509IssuerSerial.java,1,36
src/org/apache/jcp/xml/dsig/internal/dom/DOMXMLObject.java,1,37
src/org/apache/jcp/xml/dsig/internal/dom/DOMXMLSignature.java,1,38
src/org/apache/jcp/xml/dsig/internal/dom/DOMXMLSignatureFactory.java,1,39
src/org/apache/jcp/xml/dsig/internal/dom/Marshaller.java,0,43
src/org/apache/jcp/xml/dsig/internal/dom/XmlWriterToTree.java,0,47
src/org/apache/xml/security/algorithms/JCEMapper.java,1,50
src/org/apache/xml/security/algorithms/implementations/SignatureBaseRSA.java,1,55
src/org/apache/xml/security/c14n/implementations/Canonicalizer20010315Excl.java,0,68
src/org/apache/xml/security/signature/Reference.java,0,155
src/org/apache/xml/security/signature/XMLSignature.java,1,160
src/org/apache/xml/security/stax/ext/stax/XMLSecEventFactory.java,0,211
src/org/apache/xml/security/stax/impl/XMLSecurityStreamReader.java,0,226
src/org/apache/xml/security/stax/impl/XMLSecurityStreamWriter.java,0,227
src/org/apache/xml/security/stax/impl/processor/input/XMLSecurityInputProcessor.java,0,241
src/org/apache/xml/security/stax/impl/processor/output/AbstractEncryptOutputProcessor.java,0,245
src/org/apache/xml/security/stax/impl/securityToken/SecurityTokenFactoryImpl.java,0,263
src/org/apache/xml/security/stax/impl/stax/XMLSecEventBaseImpl.java,0,276
src/org/apache/xml/security/stax/impl/transformer/canonicalizer/CanonicalizerBase.java,1,293
src/org/apache/xml/security/utils/Base64.java,0,354
src/org/apache/xml/security/utils/JavaUtils.java,1,368
